KT;Inst;Adr;Ort;Typ;RForm;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
BS;Psychiatrische Klinik Sonnenhalde;Gänshaldenweg 22;4125 Riehen;K212;R1;P;;MSt, Arzt, BGs;2;;23808;518;0;0;0;;;1.54;55.65;8.56;99.66;20.45;43.34;12.96;111.78;3.95;8.37;2.5;21.58;;;12869246;1330633;3527713;17727592;17821924;212010;111250;417592;;;;;;;;;;;;;;;;;;;;;;;23808;518;68;46;96.6;3644783;3626212;13899461;12544523;1295149;1328207;187698;0;174240;3461964;3418140;14472121;12734193;46.9;1597136;64.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Rehab Basel;Im Burgfelderhof 40;4055 Basel;K221;R1;R;;Arzt, BGs;1;;27212;392;0;0;0;;;6.3;73.78;18.26;74.35;23.65;146.56;67.4;323.48;6.03;37.39;17.19;82.52;;;31197798;3699221;14122530;49019549;47062729;996045;1063449;102673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27212;392;85;69.4;89.5;4898019;3569272;45117844;27841355;2033513;7784930;593240;0;230625;4692657;3320500;42463097;25207254;50.9;8261773;64.8;0;;;;;;;;;;;;;;;;;;;;;;
BS;Reha Chrischona;Hohe Strasse 30;4126 Bettingen;K221;R4;R;;MSt, Arzt, BGs;1;;24879;1132;0;0;0;;;0.84;44.65;29.32;99.5;8.9;51.66;16.71;101.75;0.79;4.56;1.48;8.99;;;11424673;905622;5187894;17518189;17256402;440719;141000;319932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24879;1132;77;22;92.1;377276;377276;17679258;12559599;1298605;5011094;606835;0;141000;228006;228006;17960638;11976427;49.4;5724748;58.2;0;;;;;;;;;;;;;;;;;;;;;;
BS;Merian Iselin;Föhrenstrasse 2;4054 Basel;K231;R2;A;;BGs;1;MRI, CT;27465;6886;0;8;0;1.099;1.058;6;56.1;36.62;82.7;15.97;192.9;68.21;426.3;0.23;2.8;0.99;6.19;7040;0;43370837;8110209;37302321;88783367;88784211;2953245;556800;2515412;27465;6886;130;4;57.9;13918623;11203211;78435111;41030640;3671596;26417832;2531456;0;139917;10204701;8807625;82781977;34747850;45.3;33236000;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Geburtshaus Basel;Schweizergasse 8;4054 Basel;K232;R1;B;;;1;;20;20;1;0;1;0.549;0.374;5;31.58;5;100;0;0;0;0.06;0;0;0;0.3;0;897;3368;29399;114760;148282;59945;88087;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;20;1;1;4.9;76675;76675;71806;71806;10763;0;0;0;0;88075;49475;59946;59946;48.5;0;;0
BS;Universitäts­Kinderspital beider Basel (UKBB);Spitalstrasse 33;4056 Basel;K233;R4;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;33355;6093;87;4;0;1.011;0.984;6.03;67.26;11.16;79.69;142.3;356.25;93.33;748.39;2.34;5.85;1.53;12.28;;;80467017;12479266;32894117;129642050;105468306;1957356;21904897;3490158;33355;6093;108;5.5;80.7;44228786;34025449;75348137;34603374;3910434;2834493;330515;0;12501988;43341859;24493820;75356675;32162013;45;4807347;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Felix Platter­Spital;Burgfelderstrasse 101;4055 Basel;K234;R4;R;;MSt, Arzt, BGs;2;CT;86320;5010;0;0;0;;;1.24;18.33;22.92;99.47;41.09;307.13;95.12;634.86;0.82;6.13;1.9;12.67;24882;14018;67595507;3859984;18283893;89739384;75513388;8009415;7582138;1365557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86320;5010;236;17.2;90.8;7131663;6902235;74696392;53736458;6957301;20549751;2806290;3550047;3816377;5499150;4322335;72953893;47533164;45.8;21384518;60.3;3741009;;;;;;;;;;;;;;;;;;;;;;
BS;Adullam­Stiftung Basel Adullam­Geriatriespital;Mittlere Strasse 15;4056 Basel;K234;R2;R;;MSt, Arzt, BGs;2;;30812;1288;0;0;0;;;0.07;8.35;23.29;100;22.16;116.09;24.19;240.68;1.72;9.01;1.88;18.69;;;16536001;2234741;5029757;23800499;21933320;350859;508295;-1005522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30812;1288;100;23.9;87.9;503352;503352;23994099;17492257;2012180;6501842;610527;0;191597;420705;0;22381776;15592821;45.2;6249688;55.5;0;;;;;;;;;;;;;;;;;;;;;;
BS;Palliativzentrum Hildegard;St. Alban­Ring 151;4052 Basel;K235;R2;A;;BGs;1;;5598;296;0;0;0;;;0.99;23.26;21.71;99.67;3.83;36.6;1.7;62.35;1.29;12.36;0.57;21.06;;;6143096;912118;1495816;8551041;6113749;301241;2096133;579;5598;296;22;18.9;86.5;0;0;6929298;6583746;596089;345552;31791;1587229;0;0;0;7774299;5356346;45.8;201170;80.4;736824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Schmerzklinik Basel AG;Hirschgässlein 11;4051 Basel;K235;R1;A;;MSt, Arzt, BGs;1;CT;2338;148;0;2;0;;;4.05;66.2;22.97;97.3;13.41;10.04;21.94;73.43;9.06;6.78;14.82;49.61;720;0;8772829;1154633;3324589;13261270;11977891;125641;896404;-896404;2338;148;13.9726027397;15.8;49.3;9042176;8509286;4243868;3143736;117668;892580;37000;0;0;8422532;7799077;3681000;2555520;45;828178;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;HFR - Hôpital fribourgeois;Case postale;1708 Fribourg;K112;R4;A, R;NF, IPS;MSt, Arzt, BGs;5;MRI, CT, PET, CC, LB;173641;19809;774;17;4;1.025;1.066;0.72;4.03;11.37;93.99;427.18;1070.77;249.97;2432.7;2.16;5.41;1.26;12.28;;;297762737;25803120;115622055;443737995;361224493;10807618;65716429;-2016377;132052;17693;434.0054794521;7.5;86.5;125382507;112934292;246794599;197134201;7958777;32103136;1268771;0;0;141850622;117752609;234422152;156631440;51;36405073;51;0;;;;;;;;;;;;;;;;;;;;;;;41589;2116;133.2821917808;19.7;83.3;899451;899451;30220353;25780780;1300583;3932663;182428;2644657;0;597185;505579;29807511;22371314;51;3943140;50;606082;;;;;;;;;;;;;;;;;;;;;;
FR;Hôpital Jules Daler  ;Route de Bertigny 34;1700 Fribourg;K123;R2;A;;BGs;1;CT;23352;6723;1411;5;4;0.707;0.694;0.03;6.01;13.67;99.26;0;137.95;14.07;224.72;0;2.05;0.21;3.34;31115;0;29059396;7517951;10972822;47550169;47355323;2302838;0;2107991;23352;6723;57.7945205479;3.5;85.8;4719601;3303719;42516493;32123349;5112207;7557775;1202872;0;0;4874943;3533037;44783218;32527724;51.2;8131931;51.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Clinique Générale - Ste­Anne SA;Rue Hans­Geiler 6;1700 Fribourg;K123;R1;A;;BGs;1;;13302;3753;0;4;0;1.025;0.982;0.05;6.85;25.42;80.82;0;63.43;20.95;121.64;0;1.69;0.56;3.24;8183;0;12007344;1042070;23482080;36532283;37516533;1079086;0;2070291;13302;3753;52.602739726;3.5;69.4;2288167;0;35708665;22224052;693016;7540130;235125;0;0;2314965;0;35238407;21528223;51;7304051;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers;;1633 Marsens;K211;R4;P;NF;MSt, Arzt, BGs;1;;62770;2232;0;0;0;;;0.27;1.82;0;99.51;66.82;170.02;41.14;418.67;2.99;7.62;1.84;18.76;655;1966;50620151;4405149;7807858;68532440;53373273;2976465;11013745;376088;;;;;;;;;;;;;;;;;;;;;;;62770;2232;170;28.1;95.2;14987065;14987065;42078566;41842677;3993665;0;0;1045137;1108513;22629740;8707808;43540782;43233787;52.7;0;;1135747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Maison de Naissance le Petit Prince;Route du Petit­Moncor 1d;1752 Villars­sur­Glâne;K232;R1;B;;BGs;1;;779;179;82;0;2;0.400;0.361;0;15.76;0.54;100;0;0.39;0;1.45;0;0.22;0;0.81;0;4854;85659;173769;332925;608963;593761;32585;0;18750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779;179;1.1835616438;4.4;94.9;62660;62660;521472;521472;93077;0;0;0;0;66259;32311;562963;562952;49.7;0;;0
GE;Les Hôpitaux Universitaires de Genève HUG;Rue Gabrielle­Perret­Gentil 4;1205 Genève;K111;R4;A, P, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;666380;55206;3198;38;7;1.188;1.203;7.02;6.08;8.4;84.04;1606.3;4057.84;964.92;9628.38;2.91;7.35;1.75;17.44;0;427422;1288604951;77952750;340282438;1706840139;853272153;52102147;853498711;52032872;285885;44303;901.6794520548;6.5;85.5;305969612;233696039;671540119;432926746;38239443;120938009;10041145;0;140174765;247741483;190815408;1232705819;196573024;100;115621549;93.8;0;115541;4416;284.202739726;26.2;97;53010341;45825046;103221731;94433254;8898436;15830;909;8543977;22569275;35585791;30482068;89454458;36452694;100;70614;100;5555226;264954;6487;589.1178082192;40.8;90.5;7480308;5714676;210273761;130902705;12536620;8722591;804729;43073573;35447450;6457922;5593679;123551656;38575319;100;5286247;100;24901924;;;;;;;;;;;;;;;;;;;;;;
GE;Hôpital de la Tour;Avenue Jacob­Daniel Maillard 3;1217 Meyrin;K121;R1;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;35857;6699;562;6;4;1.086;1.056;20.82;13.33;94.49;84.34;86.1;356.85;75.55;787.06;1.29;5.33;1.13;11.75;;;69203595;30952369;76163803;176319767;;4088816;0;0;35857;6699;133;5.4;75.2;72702066;51501875;82059137;6330085;709044;53301076;7886086;0;2545261;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique Générale­Beaulieu;Chemin de Beau­Soleil 20;1206 Genève;K121;R1;A;;;1;MRI, CT, Lito;25288;6552;729;7;4;0.847;0.795;9.35;8.08;96.41;91.98;0;214.5;28.32;396.5;0;3.27;0.43;6.05;26964;0;39849714;11590545;32680041;84170878;83630270;1609724;0;1402499;25288;6552;128.6630136986;3.9;58.2;14085856;11311284;69120326;2771750;64182;66348576;1431526;0;0;10780043;10327565;69358797;1795547;45;584018;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique des Grangettes SA;Chemin des Grangettes 7;1224 Chêne­Bougeries;K122;R1;A;;;1;MRI, CT, LB, Lito;17669;4994;665;4;4;0.762;0.700;6.73;7.43;95.22;75.99;5.38;208.47;32.6;389.29;0.11;4.17;0.65;7.8;;;38558892;11686212;31088477;81392975;64542218;688697;0;-16162060;17669;4994;95;3.5;52.1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique Belmont;Route de Chêne 26;1207 Genève;K212;R1;P;;BGs;1;;8540;179;0;0;0;;;0;21;0;100;2.75;11.63;10.06;31.68;1.54;6.5;5.62;17.7;;;3067838;0;667896;4155352;2963021;0;1192331;-120531;;;;;;;;;;;;;;;;;;;;;;;8540;179;24;47.7;100;1376219;1376219;2779134;2779134;0;0;0;0;0;1424327;1424327;2610494;1538694;55;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de Joli­Mont;Avenue Jean­Trembley 45;1209 Genève;K221;R4;R;;Arzt, BGs;1;;28032;1354;0;0;0;;;1.91;0.29;0;92.06;6.54;73.12;10.21;158.74;0.48;5.4;0.75;11.72;40;1081;18014511;1434036;3740802;23189349;8221281;1192841;13775227;-1790968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28032;1354;99;20.7;79.8;0;0;22039500;21708590;2395022;0;0;1263107;61998;0;0;20813361;15325196;48.4;0;;414254;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique genevoise de Montana;Route des Acacias 82;1227 Acacias;K221;R4;R;;MSt, Arzt, BGs;1;;20964;1211;0;0;0;;;1.52;16.69;2.31;97.77;6.63;36.34;8.34;92.01;0.55;3;0.69;7.6;246;3603;11121190;246062;2470286;13837538;12668793;529383;1504795;909076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20964;1211;65;17.3;93.5;0;0;13488050;13060911;223063;369230;5602;67407;67765;0;0;14797745;12365468;54;336181;100;27976;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de Maisonneuve SA;Avenue de Châtelaine 60­62;1219 Châtelaine;K221;R1;R;;BGs;1;;;;;;;;;;;;;0;8.66;0;22.89;;;;;920;0;2222834;23000;990000;4236034;3089000;0;845000;-845000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;46;0;0;1340000;0;0;1340000;0;0;0;0;0;3050000;1000000;100;1677500;100;0;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique la Colline;Avenue de Beau­Séjour 6;1206 Genève;K231;R1;A;NF;BGs;1;;16092;3818;0;6;0;1.056;0.966;6.74;7.09;99.69;82.21;9.18;135.83;6;239.2;0.24;3.56;0.16;6.27;0;0;22916869;7597777;22156151;52670797;59202092;733252;0;7260333;16092;3818;76;4.2;71.4;4585172;3912898;55184521;3989649;496067;44522915;5235603;0;0;6274610;3795975;60759626;2669654;45;32654463;98.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de Carouge;Avenue Cardinal­Mermillod 1;1227 Carouge GE;K231;R1;A;NF, IPS;MSt, Arzt, BGs;1;;1683;384;0;1;0;0.797;0.705;9.59;2.29;74.35;75.91;20.65;43.25;1.7;90.05;5.38;11.26;0.44;23.45;;;7075532;1160261;6900933;15136726;;502804;0;0;1683;384;14;4.4;32.9;10768576;8986261;3347102;397495;50628;1364090;113254;0;1004881;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Nouvelle Clinique Vert­Pré;Chemin de la Colombe 15;1231 Conches;K231;R1;A;;BGs;1;;1033;246;0;3;0;0.784;0.760;5.67;11.16;61.13;80.97;0;10.96;1.2;23.03;0;4.46;0.49;9.36;;;1999728;291228;1449298;4588959;4333342;276905;21288;-21288;1033;246;16.0301369863;4.2;42.9;1214900;1132578;1953147;1372985;4747;420466;6620;0;0;2060680;1871710;2549567;2023591;89.8;303507;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de la Plaine;Rue Charles­Humbert 5;1205 Genève;K231;R1;A;;;1;;320;295;0;3;0;0.779;0.556;8.14;13.65;98.64;38.98;0.97;13.29;0;20.33;0.33;4.51;0;6.89;;;2492870;555591;1672186;4882950;5155350;133984;0;481224;320;295;6.0547945205;1.1;27.6;1769843;1534757;3059569;0;0;619173;0;0;0;2924445;2505761;2217221;0;;1937545;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Maison de naissance La Roseraie;Chemin du Châtelet 3;1205 Genève;K232;R2;B;;BGs;1;;312;146;65;0;2;0.384;0.370;18.24;0;0;100;0;0;0;1.82;0;0;0;1.25;40;3664;158036;90027;402838;650901;485555;55931;107847;-1568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312;146;3;2.1;15;66616;66616;479776;479776;67821;0;0;0;0;21346;21346;627985;485554;58.3;0;;0
GL;Kantonsspital Glarus;Burgstrasse 99;8750 Glarus;K122;R1;A, P;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;29964;4953;296;4;2;0.930;0.910;0.64;8.53;13.93;94.08;64.23;165.89;72.32;443.25;1.3;3.35;1.46;8.95;;;50868784;8141268;19157002;78250287;65906138;7141518;5529880;509349;26984;4806;91.0520547945;5.6;86.1;22661723;20364986;50743964;39357644;5849456;8725179;1266450;0;0;19977493;17185828;47533763;32256273;47;10508684;59;0;2980;147;10.9150684932;20.3;85.5;229229;226606;3136061;3132944;676338;3117;689;0;0;313953;309450;2012543;1984640;47;3275;53.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GL;RehaClinic Braunwald;Niederschlachtstrasse 12;8784 Braunwald;K221;R1;R;;Arzt, BGs;1;;9622;240;0;0;0;;;0.78;91.8;20.54;98.84;2.07;6.81;8.08;28.5;0.86;2.84;3.37;11.88;;;2872568;448042;1321381;4715163;6225667;204643;0;1721147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9622;240;28;40.1;92.3;49679;0;5755114;4373321;451805;1044573;108520;0;0;50224;0;6267289;4369896;47;1049618;47;0;;;;;;;;;;;;;;;;;;;;;;
GL;RehaClinic Glarus;Burgstrasse 99;8750 Glarus;K221;R1;R;;Arzt, BGs;1;;5038;266;0;0;0;;;0.72;38.27;23.66;94.98;1.9;8.77;2.99;15.2;0.71;3.3;1.12;5.71;;;1860020;251348;577002;2688370;3062206;47848;0;421684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5038;266;16;18.9;86;148011;0;2845504;2016424;230895;508876;58479;0;0;143046;0;2921235;2014372;47;510179;47;0;;;;;;;;;;;;;;;;;;;;;;
GR;Kantonsspital Graubünden;Loestrasse 170;7000 Chur;K112;R2;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB, Lito;104392;17165;903;12;5;1.066;1.059;6.28;17.5;19.74;88.93;264.62;652.51;205.75;1577.62;1.54;3.8;1.2;9.19;3388;12538;189290334;32363098;79354364;329275408;276563749;22937474;15138149;19324594;104392;17165;336;6.1;85;83318960;76655517;205258793;134550681;14938106;43868990;4530415;0;0;82286109;71640757;210567905;124773343;47.2;50463511;62.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Oberengadin;;7503 Samedan;K122;R4;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;14483;3019;175;3;2;0.787;0.768;14.76;18.43;26.22;85.73;40.96;94.7;27.47;262.14;1.36;3.14;0.91;8.68;;;29430690;4463565;13053723;49239035;36631404;3830466;4958444;-1765398;14483;3019;52;4.8;76.3;13286475;11708893;31161285;19216893;2090419;8894315;1093495;0;0;11607389;8772875;29897662;14426365;51.2;9174594;60.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Regionalspital Surselva;;7130 Ilanz;K122;R4;A;NF;MSt, Arzt, BGs;1;CT;12870;2540;150;2;2;0.758;0.729;5.82;16.06;14.55;88.79;24.83;84.1;31.73;195.4;0.98;3.31;1.25;7.69;;;19525606;2548150;8841390;30915146;24821034;2314520;3012718;185631;12870;2540;41;5.1;81;7681207;6635807;24009419;17916161;2989793;4507758;935482;0;0;5625361;4646756;21689186;13922383;47.4;4106705;76.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Davos Akutabteilung;Promenade 4;7270 Davos Platz;K122;R1;A;NF;MSt, Arzt, BGs;1;CT;10560;2264;107;2;2;0.812;0.761;12.79;21.67;27.41;79.18;33.91;93.2;37.93;253.12;1.5;4.12;1.68;11.18;;;29816490;3204514;10331807;43446243;29399971;8837036;2847142;-2177270;10560;2264;59.5506849315;4.7;56.3;14528274;11896123;25518014;19783780;2155776;1903958;150062;0;3;8420630;5932720;22347922;9944808;51.7;7167270;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Flury Stiftung Regionalspital Prättigau;;7220 Schiers;K122;R2;A;NF;MSt, Arzt, BGs;1;CT;8405;1756;91;2;1;0.811;0.781;1.86;7.59;11.96;90.07;20.38;61.3;16.76;137.71;1.16;3.49;0.95;7.84;;;14635704;4936126;5875238;25447068;16865677;1037023;3082812;0;8405;1756;25;4.8;84.9;4820277;4099384;18018156;14658106;1900486;2341968;303756;0;0;3131060;2444115;15416737;10904956;46;2191972;69.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Thusis;Alte Strasse 31;7430 Thusis;K123;R2;A;NF;MSt, Arzt, BGs;1;CT;8126;1713;138;2;2;0.772;0.737;2.93;7.34;12.01;90.29;17.85;58.35;15.39;127.22;1.04;3.41;0.9;7.43;;;12969295;2804464;4283853;23214279;14019435;1014585;1973016;-285003;8126;1713;26;4.7;79.1;4181291;3128315;14646870;11388049;1852705;1650442;268508;0;0;3228026;2039927;14194856;9804242;51.3;1420905;51.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Center da Sanda Engiadina Bassa Ospidal d'Engiadina Bassa;;7550 Scuol;K123;R4;A;NF;BGs;1;CT;6123;1129;44;2;1;0.801;0.761;7.26;30.37;25.42;82.73;17.96;30.5;20.46;110.59;1.59;2.7;1.81;9.8;;;12021276;94693;3682492;15798461;12473923;1303823;2020715;-241335;6123;1129;22;5.4;76.3;6134243;4977895;10957717;6638952;1178088;2781936;493147;0;0;3971959;2971633;10828208;5319598;49.2;2664419;65.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Ospedale San Sisto Akutabteilung;;7742 Poschiavo;K123;R2;A;NF;MSt, Arzt, BGs;1;;4105;527;40;1;1;0.705;0.701;1.9;3.87;12.52;97.91;3.3;39.57;8.7;75.78;0.63;7.51;1.65;14.38;;;6499493;1078307;2757383;10355035;8715426;592270;929586;76032;4105;527;15;7.8;84.2;2559237;2436184;4827315;4058970;709909;684724;106369;0;0;1729612;1383277;3873312;2735147;39.6;719842;61.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Kreisspital Surses;Stradung 52;7460 Savognin;K123;R2;A;NF;Arzt, BGs;1;CT;2599;565;0;1;0;0.725;0.660;7.21;28.03;23.55;82.25;6.96;10.87;13.83;45.25;1.23;1.92;2.45;8.01;1368;26;4946906;643306;2252266;7863273;5957913;662264;905555;41899;2599;565;7;4.6;98.2;2212814;1891630;3981455;2497531;255323;1006588;109239;0;0;2577719;1874368;4230999;1942280;46.7;1144019;58.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Center da Sanda Val Müstair Akutabteilung;Sielva;7536 Sta. Maria V. M.;K123;R4;A;NF;MSt, Arzt, BGs;1;;757;138;0;0;0;0.642;0.583;5.8;17.69;13.04;93.48;4.96;4.82;6.84;20.7;3.59;3.49;4.96;15;;;4633502;1023658;1714094;7378055;1661324;1143683;1093609;-583417;757;138;3;5.5;81.4;150562;150562;1173820;1013540;0;123924;0;0;26165;126420;99138;1037166;598682;47.3;71611;75.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Ospedale casa di cura della Bregaglia divisone acute;;7606 Promontogno;K123;R4;A;NF;BGs;1;;624;48;0;0;0;0.781;1.020;4.08;4.26;0;97.96;5.5;29.91;8.75;59.57;11.46;62.31;18.23;124.1;;;4525527;531088;1333581;6780147;1746412;139011;405569;-5830;624;48;2;13;85.5;0;0;812366;785563;74676;0;0;0;0;0;0;603462;426878;54.1;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Psychiatrische Dienste Graubünden;Loestrasse 220;7000 Chur;K211;R4;P;NF;MSt, Arzt, BGs;6;;70720;1805;0;0;0;;;5.15;18.52;7.87;96.72;46.23;211.58;52.41;469.36;2.56;11.72;2.9;26;1894;0;47079664;8630791;14223568;69934023;64644608;3229624;2607757;547966;;;;;;;;;;;;;;;;;;;;;;;70720;1805;222;39.2;97.6;15936945;14938902;53797696;43465701;7202028;6557041;712797;575379;0;14887003;13104742;51959835;40093024;47;6054368;67.5;449818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
