KT;Inst;Adr;Ort;Typ;RWStatus;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
BS;Universitätsspital Basel;Hebelstrasse 32;4056 Basel;K111;oeff;A, R;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB;206552;31148;1361;24;5;1.3468909097;1.3009551135;6.9382;43.0678;24.321;70.4956;1001.09;1645.89;784.83;4854.54;3.21;5.28;2.52;15.59;7;1;544645856;68564712;257777678;870988246;680586075;68501177;129024967;8950546;197291;30452;663;6.5;81.3;238398438;198378898;489169037;306465599;30394001;134968553;11649379;0;96598517;197886877;145374535;667146519;294163051;100;152718723;100;0;;;;;;;;;;;;;;;;;;;;;;;9261;696;28;13.3;90.4;1565180;1490492;12166688;8677268;1005495;3251988;343876;0;0;1482272;1409082;11596551;7644330;100;3628844;100;0;;;;;;;;;;;;;;;;;;;;;;
BS;St. Claraspital;Kleinriehenstrasse 30;4058 Basel;K121;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB;74178;9532;0;7;0;1.1070602182;1.0953894566;7.0571;36.395;44.3191;98.6134;95.39;379.04;82.78;695.15;1;3.98;0.87;7.29;0;0;95378960;28161855;43981593;167522408;165681338;685304;3984310;2828545;74178;9532;229;7.8;88.5;38917514;38917514;115138352;56021298;6473013;58643011;5796246;0;3514330;33724031;32408612;105309523;55080000;45;41710000;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Bethesda Spital AG;Gellertstrasse 144;4052 Basel;K122;oeff;A, R;;Arzt, BGs;1;MRI, CT;30194;4628;958;4;3;0.7600922274;0.7381906032;2.5266;64.821;36.0605;98.8312;32.14;184.63;62.46;389.46;0.69;3.99;1.35;8.42;137;17;41570499;10263200;24915086;76774046;70100221;7337952;678000;1718452;20051;4037;80;5;68.5;19985143;17971221;39892345;24333028;2669859;9038874;1281075;0;0;18207049;16433929;42755186;23127650;47;18573328;48.6;0;;;;;;;;;;;;;;;;;;;;;;;10143;591;39.8;17.2;69.7;0;0;8241872;3355396;474852;2539054;334547;0;0;0;0;9114831;2950259;45.2;5979844;46.2;0;;;;;;;;;;;;;;;;;;;;;;
BS;Universitäre Psychiatrische Kliniken Basel;Wilhelm­Klein­Strasse 27;4056 Basel;K211;oeff;P;NF;MSt, Arzt, BGs;10;;103226;3001;0;0;0;;;2.3183;17.2868;6.2965;91.0704;97.4;305.21;181.64;800.55;3.25;10.17;6.05;26.68;2;0;97703545;6940502;29827810;134471857;103130052;8185348;26101399;2944946;;;;;;;;;;;;;;;;;;;;;;;103226;3001;297;34.4;95;25445657;24813174;94437088;83575916;7780849;10266007;1008554;2546180;9499077;15347051;14754251;109420943;72100505;66.8;10823196;74.4;2005036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Psychiatrische Klinik Sonnenhalde;Gänshaldenweg 22;4125 Riehen;K212;oeff;P;;MSt, Arzt, BGs;1;;23412;501;0;0;0;;;3.2258;58.3333;11.2903;99.2832;19.97;42.87;19.49;115.93;3.99;8.56;3.89;23.14;0;0;12016938;1480976;3764407;17268024;17477090;185811;184010;589393;;;;;;;;;;;;;;;;;;;;;;;23412;501;68;46.7;94.1;4067654;4060565;13183116;11393937;1747777;1726807;325229;0;9987;3650985;3047190;14062952;11843963;47.4;1978983;64;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Rehab Basel;Im Burgfelderhof 40;4055 Basel;K221;priv;R;;Arzt, BGs;1;;27736;420;0;0;0;;;8.6242;75.0562;11.9097;69.1992;21.95;152.7;60.99;309.18;5.23;36.36;14.52;73.61;0;0;29323007;3561022;13569203;46453232;45642362;899295;0;88425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27736;420;80;66;94.7;4561049;3002257;43855400;26544324;2030223;2844152;231167;0;216000;4572337;2927777;40958680;23736342;53.7;2954353;51.8;0;;;;;;;;;;;;;;;;;;;;;;
BS;Reha Chrischona;Hohe Strasse 30;4126 Bettingen;K221;oeff;R;;MSt, Arzt, BGs;1;;24632;1042;0;0;0;;;0.8272;48.2854;27.0221;98.989;6.25;46.33;14.41;92.77;0.6;4.45;1.38;8.9;0;0;10974347;894905;4852556;16721808;15857885;466384;272000;-125538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24632;1042;77;23.6;87.4;226661;226661;17030161;12656944;1615812;4338088;553400;0;272000;87859;87859;16123884;11844342;52.9;3245487;39.6;0;;;;;;;;;;;;;;;;;;;;;;
BS;Merian Iselin;Föhrenstrasse 2;4054 Basel;K231;oeff;A;;BGs;1;MRI, CT;28784;6562;0;8;0;1.0918945443;1.0473816062;6.6393;54.6893;42.5765;85.0312;20.12;177.65;61.51;402.45;0.31;2.71;0.94;6.13;79;0;43099102;13093686;33988757;90191544;86890853;3340216;631000;670525;28784;6562;111;4.4;70.9;13961263;12184601;74324107;34206737;3481967;21757966;2199822;0;0;10434093;9030239;77233116;33301419;46.7;17917755;46.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Geburtsstätte Basel;Schweizergasse 8;4054 Basel;K232;priv;B;;;1;;15;10;0;0;1;0.5483;0.37292;0;10;0;100;;;;;;;;;0;0;0;24040;56124;80164;62632;25800;0;8256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;10;1;1.5;4.1;68019;68019;12145;12145;4153;0;0;0;0;69185;0;19247;11500;0;0;;0
BS;Universitäts­Kinderspital beider Basel (UKBB);Spitalstrasse 33;4056 Basel;K233;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;37206;6272;0;4;0;1.1250316719;1.0720268951;5.9526;23.4131;3.7865;78.714;141.25;319.85;95.47;715.08;2.25;5.1;1.52;11.4;0;0;77187995;10345185;30924842;118458022;92827972;1307153;25104359;1078469;37206;6272;108;5.9;94.4;40685084;30752427;69777255;33511437;0;536957;0;0;9646852;39344977;20440272;68849882;29290310;45;385684;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Felix Platter­Spital;Burgfelderstrasse 101;4055 Basel;K234;oeff;A, R;;MSt, Arzt, BGs;1;CT;70331;3846;0;0;0;;;1.0824;10.6803;20.2353;99.3882;36.45;316.49;89.96;634.07;0.95;8.23;2.34;16.49;4;6;63093621;2410155;17257837;82761613;71234611;7772593;8152715;4398305;2894;229;9;12.6;87.9;4324948;4198548;3529532;2679537;350845;849995;125147;0;0;4282690;3717845;2571317;1661813;100;706700;100;0;;;;;;;;;;;;;;;;;;;;;;;67437;3617;230;18.6;80.1;5428142;5239151;61751498;45140682;5654294;16214271;2285872;8177531;0;4045995;3344650;60814255;40307412;100;16593725;100;7234097;;;;;;;;;;;;;;;;;;;;;;
BS;Adullam­Stiftung Basel Adullam­Geriatriespital;Mittlere Strasse 15;4056 Basel;K234;oeff;R;;MSt, Arzt, BGs;2;;42449;1076;0;0;0;;;0.0706;8.5452;22.5124;100;18.35;107.59;26.78;224.82;1.71;10;2.49;20.89;0;0;15763069;3980204;5350309;25093582;24457930;348164;486000;198512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42449;1076;123;39.5;94.3;0;0;21008784;14627197;1921769;6381587;774059;4693119;0;0;0;19430872;13194294;45.1;5586725;57.2;4680035;;;;;;;;;;;;;;;;;;;;;;
BS;Hildegard­Hospiz;St. Alban­Ring 151;4052 Basel;K235;priv;A;;BGs;1;;5537;237;0;0;0;;;1.7094;22.6087;19.6581;98.7179;4.5;24;0.25;46.9;1.9;10.13;0.11;19.79;0;0;5317008;839287;1173871;7394799;2285343;252629;4817460;-721;5537;237;22;23.4;68.8;2304;2304;6146577;4705434;466045;1441143;142726;1206238;39680;2817;2817;6797377;1091014;100;694639;100;554204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Schmerzklinik Basel;Hirschgässlein 11;4051 Basel;K235;priv;A;;MSt, Arzt, BGs;1;CT;2416;192;0;2;0;;;7.2917;69.6629;31.25;92.7083;14.08;5.61;38.92;78.76;7.33;2.92;20.27;41.02;10;0;10159671;1400487;3594577;15312767;15346028;461116;0;503124;2416;192;15;12.6;44;10190207;9544053;4700328;2722162;340152;1705218;244424;0;64994;10791829;9930002;4577067;2689676;48.9;1675406;64.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;HFR - Hôpital fribourgeois;Case postale;1708 Fribourg;K112;oeff;A, R;NF, IPS;MSt, Arzt, BGs;7;MRI, CT, PET, CC, LB;182768;20012;1216;19;8;0.9695014563;0.9934717628;0.7066;4.5182;12.1106;93.9005;403.95;1063.94;243.12;2423.37;2.02;5.32;1.21;12.11;0;0;295205319;26386509;112373591;434551243;346841393;10701904;64913131;-5402362;142077;18171;490.3;7.8;79.2;98664213;88639936;248131172;189658480;10369503;40273057;1792579;0;0;81306470;73363621;209233512;152576527;53;26186387;52.7;0;;;;;;;;;;;;;;;;;;;;;;;40691;1841;129;22.1;86.2;89732;88463;34711894;29530667;1408415;4530280;230774;846597;0;96441;94000;26611350;22457461;53.4;3322442;53.6;154279;;;;;;;;;;;;;;;;;;;;;;
FR;Hôpital Jules Daler  ;Route de Bertigny 34;1700 Fribourg;K123;priv;A;;BGs;1;CT, Lito;16709;4609;1126;4;4;0.7375895944;0.7052015344;0;6.5826;16.3515;98.5994;0;118.76;13.14;198.51;0;2.58;0.29;4.31;79;0;17267450;7104026;9942076;34570429;20565143;1401652;12408192;222179;16709;4609;56.4;3.6;81;3427786;2399450;30885766;23335715;4830738;5490169;1136644;0;0;4426863;3317226;29948124;17488126;52.5;4372032;52.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Hôpital Intercantonal de la Broye (HIB) Estavayer­le­Lac;Rue de la Rochette;1470 Estavayer­le­Lac;K123;oeff;A, R;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;15803;2090;183;4;2;0.8480582192;0.7990232877;0;0.5647;0.8471;96.0941;25.26;96.03;27.64;215.1;1.21;4.59;1.32;10.29;12;0;18707037;1330765;9569867;30021811;24762777;7239738;0;1142396;9438;1776;39;5.3;66.1;8226831;7338612;17057895;14951366;1190571;1052758;83807;0;0;7817318;7110119;16360537;14071122;49.5;643149;100;0;;;;;;;;;;;;;;;;;;;;;;;6365;314;17.9;20.3;97.4;836409;717415;5269609;5231666;303275;0;0;0;0;898197;752316;7889909;3901092;52.5;0;;0;;;;;;;;;;;;;;;;;;;;;;
FR;Clinique Générale - Ste­Anne SA;Rue Hans­Geiler 6;1700 Fribourg;K123;priv;A;;BGs;1;;13785;3779;0;4;0;1.0343913508;1.0001949546;0.1068;4.9172;25.7341;81.0464;0;68.28;19.5;117.07;0;1.81;0.52;3.1;69;0;11032917;4097589;20913447;36043953;22820381;825243;13163750;793647;13785;3779;43;3.6;87.5;2115860;1688898;35674915;23088474;1108695;7136769;375013;0;0;1539957;1347682;35301301;21474293;53;7590000;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers;;1633 Marsens;K211;oeff;P;NF;MSt, Arzt, BGs;1;;56764;2162;0;0;0;;;0.4299;1.5544;0;99.6561;59.75;164.2;61.64;392.64;2.76;7.59;2.85;18.16;1;1;47486682;4679319;9693148;63203147;51100299;2611460;8397862;334261;;;;;;;;;;;;;;;;;;;;;;;56764;2162;171;26.3;90.9;12827560;12827560;41448246;41379061;3306352;0;0;329765;252233;15061396;6216762;39312401;39182225;55.5;0;;565141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Maison de Naissance le Petit Prince;Chemin de Nazareth 5;1762 Givisiez;K232;priv;B;;BGs;1;;216;53;38;0;2;0.4111318681;0.3553714286;0;10.989;0;100;0;1.4;0;2.11;0;2.64;0;3.98;0;2;165377;43350;241247;449974;382138;64673;0;-3164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;216;53;0.8;4.1;72;157675;157675;265035;265035;33130;0;0;0;0;190793;126120;256017;256017;52;0;;0
GE;Les Hôpitaux Universitaires de Genève HUG;Rue Gabrielle­Perret­Gentil 4;1205 Genève;K111;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;600001;56716;1425;37;8;1.1341821328;1.1990975097;7.6505;5.4933;8.6721;78.755;1545.63;4167.92;962.53;9646.04;2.73;7.35;1.7;17.01;0;580;1265821551;145961373;312933602;1724716526;721394754;50967128;952354643;0;288626;45546;927.2;6.3;85.1;212879641;171586411;693032618;433919714;27944536;121033048;6941360;0;141470818;189825709;140815003;1128130084;171738011;100;114655487;100;0;104880;4426;327.8;23.7;87.4;59468919;52882815;110925441;96636333;5433340;0;0;0;26609453;32562129;27436944;162799770;41003112;100;0;;0;206495;6744;691.2;30.6;81.6;4607428;3538898;183382281;160212318;10197546;8738513;544197;36324672;35029816;10592087;8830309;195359253;70790950;100;4763194;100;5447494;;;;;;;;;;;;;;;;;;;;;;
GE;Hôpital de la Tour;Avenue Jacob­Daniel Maillard 3;1217 Meyrin;K121;priv;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, CC;38502;6418;633;6;4;0.9864143607;0.9387533702;21.7819;13.313;95.9668;82.968;71.8;366.65;61.05;746.46;1.12;5.71;0.95;11.63;252;0;65808765;40351906;71253185;177413856;0;17033947;0;0;38502;6418;149;6;70.8;71942988;65563645;100601769;4114182;487238;95556772;13218152;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique Générale­Beaulieu;Chemin de Beau­Soleil 20;1206 Genève;K122;priv;A;;;1;MRI, CT, PET, CC, Lito;28048;6020;471;6;3;0.8404323639;0.7801504698;8.9774;9.0627;85.33;92.3157;0.8;208.56;32.3;395.79;0.01;3.46;0.54;6.57;658;0;39682848;10430631;31700489;81910860;83781373;1943306;0;3970072;28048;6020;132;4.7;58.2;16239717;15537384;63415967;2672315;33971;60455343;1018785;0;0;16260374;15634739;67513343;2283512;45;64915210;96;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique des Grangettes;Chemin des Grangettes 7;1224 Chêne­Bougeries;K122;priv;A;;;1;MRI, CT, CC, LB, Lito;18330;4293;600;4;4;0.7289102738;0.6652112837;8.6024;7.8257;96.8297;75.2561;5.99;175.88;33.37;356.52;0.14;4.1;0.78;8.3;91;4;37649938;8362572;39688517;85757432;60661696;560961;0;-24534774;18330;4293;95;4.3;52.9;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de Joli­Mont;Avenue Jean­Trembley 45;1209 Genève;K123;oeff;R;;Arzt, BGs;1;;32897;1624;0;0;0;;;3.5067;0.5451;0;90.941;1.84;71.18;8.65;147.06;0.11;4.38;0.53;9.06;24;0;15897049;1354333;3975372;21226754;9038165;1138604;12104671;1054686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32897;1624;99;20.3;90.8;0;0;20310054;20080326;0;0;0;574320;72800;0;0;21757184;8417608;100;0;;240753;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique Belmont;Route de Chêne 26;1207 Genève;K212;priv;P;;BGs;1;;8485;175;0;0;0;;;1;24.2424;0;100;2.25;10.44;8.77;28.12;1.29;5.97;5.01;16.07;1;0;2834692;10745;781981;3791984;3674790;0;117194;-117194;;;;;;;;;;;;;;;;;;;;;;;8485;175;24;48.5;96.9;1183963;1183963;2608021;2608021;174263;0;0;0;0;1115310;1115310;2559480;2559480;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique genevoise de Montana;Route des Acacias 82;1227 Acacias;K221;oeff;R;;MSt, Arzt, BGs;1;;22009;1266;0;0;0;;;1.1494;8.9922;2.2222;96.3985;6.72;35.79;9;92.89;0.53;2.83;0.71;7.34;0;0;10706389;166253;2207892;13080534;6176408;594048;7191460;881381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22009;1266;67;17.4;90;431;431;13049786;12606147;371789;347996;10417;0;30316;2190;2190;13959726;5898066;90.9;184700;100;0;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique la Colline;Avenue de Beau­Séjour 6;1206 Genève;K231;priv;A;NF;BGs;1;;16458;2918;0;6;0;1.0781322314;0.99299177;7.6844;6.803;99.211;78.5249;4.35;109.84;3.97;182.38;0.15;3.76;0.14;6.25;405;0;18165571;6223314;17674793;42063678;45244579;908791;0;4089692;16458;2918;76;5.6;59.3;3460556;2615600;38603122;3945986;131405;31942410;1343246;0;0;2295586;2025924;43857784;2942887;45;39029552;96.3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de Carouge;Avenue Cardinal­Mermillod 1;1227 Carouge GE;K231;priv;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET;2588;440;0;1;0;0.8107113636;0.7151556818;5.8691;3.3573;81.7156;71.1061;9.75;47.11;1.7;79.61;2.22;10.71;0.39;18.09;36;0;7172356;1304357;7737943;16214656;0;518958;0;0;2588;440;14;5.9;50.6;11711616;10559526;3819341;209515;31779;3444040;310455;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Nouvelle Clinique Vert­Pré;Chemin de la Colombe 15;1231 Conches;K231;priv;A;;BGs;1;Lito;1860;222;0;2;0;0.87060181;0.7480045249;5.8559;9.5694;67.5676;72.973;0;11.93;1.2;22.83;0;5.37;0.54;10.28;36;0;2191439;46639;856448;3364696;3123690;0;49984;168498;1860;222;14.7;8.4;34.6;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de la Plaine;Rue Charles­Humbert 5;1205 Genève;K231;priv;A;;;1;;713;363;0;3;0;0.836741573;0.5950140449;7.438;22.0238;97.5207;36.6391;0.97;12.77;0;19.81;0.27;3.52;0;5.46;54;0;2606829;596482;1463869;4939544;5528347;167336;0;756141;713;363;6.2;2;31.5;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Maison de naissance La Roseraie;Chemin du Châtelet 3;1205 Genève;K232;priv;B;;BGs;1;;114;50;33;0;2;0.4135121951;0.3587878049;8.2353;0;0;100;0;0;0;1.31;0;0;0;2.62;10;9;89177;86354;273940;449471;236120;20324;180988;-54802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114;50;3;2.3;10.4;45791;0;403680;0;0;0;0;0;0;30717;0;363950;0;;0;;0
GL;Kantonsspital Glarus;Burgstrasse 99;8750 Glarus;K122;oeff;A, P;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;31925;4692;320;3;2;0.9193966376;0.8790624533;0.4941;8.0652;13.9526;93.1621;55.15;142.37;60.21;388.22;1.18;3.03;1.28;8.27;11;0;46346869;6623467;18611977;73217813;62702696;5266380;5500000;256628;28339;4503;89.7;6.3;86.4;20428219;18021515;48192183;36768812;5410167;9263755;1380705;0;0;17947793;14861766;47186666;30811453;48.1;11588573;100;0;3586;189;11;19;89.3;12718;12718;3302719;3241650;817071;61070;15851;0;0;9430;8733;2106381;2006099;51.3;63210;72.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GL;RehaClinic Glarus;Burgstrasse 99;8750 Glarus;K221;priv;R;;Arzt, BGs;1;;5071;300;0;0;0;;;0;28.6174;22.508;96.1415;1.88;8.8;2.88;14.96;0.63;2.93;0.96;4.99;7;0;1721653;256246;546773;2524672;2785427;15483;0;279817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5071;300;19;16.9;73.1;57063;0;2826622;2051057;277881;691372;92958;0;1;144970;0;2638857;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
GL;RehaClinic Braunwald;Niederschlachtstrasse 12;8784 Braunwald;K221;priv;R;;Arzt, BGs;1;;4025;150;0;0;0;;;0.6536;93.3333;11.1111;96.732;1.83;6.52;5.08;26.62;1.22;4.35;3.39;17.75;3;1;2613057;220397;856454;3689908;2297576;191210;832112;-832112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4025;150;28;26.8;39.4;23330;0;2842388;2293891;206904;311100;27086;0;1;23372;0;2271948;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
GR;Kantonsspital Graubünden;Loestrasse 170;7000 Chur;K112;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB, Lito;96215;16085;728;12;5;1.0885553206;1.0664355122;4.873;15.1361;19.596;88.3991;238.99;596.44;192.9;1453.69;1.49;3.71;1.2;9.04;13;0;173265591;29380849;76063181;278709621;253609825;18473406;6626390;-485669;96215;16085;327;6;80.6;70733496;65158170;180022147;118086143;15123440;37405960;4542201;1956331;2439780;70554581;65176748;189477553;116332229;46.5;47424911;63.5;783587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Oberengadin;;7503 Samedan;K122;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;17885;3111;218;3;2;0.7957084539;0.7535000643;14.7691;18.1886;26.439;85.2941;36.96;92.46;32.14;257.09;1.19;2.97;1.03;8.26;0;0;27744611;5333918;11768504;47607597;36869233;3365130;1772242;574113;17885;3111;57;5.7;86;12538691;11036640;30405617;17255427;2566977;10275742;1541476;0;464420;9874262;8868152;26851665;14357598;51.7;13915016;79.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Davos Akutabteilung;Promenade 4;7270 Davos Platz;K122;oeff;A;NF;MSt, Arzt, BGs;1;CT;13675;2406;113;2;2;0.8310748441;0.7686919751;12.4745;21.5184;27.8435;76.1109;35.11;100.5;39.15;269.73;1.46;4.18;1.63;11.21;0;0;29199164;3124925;10921842;43278274;31548130;8393477;3711954;-2747835;13675;2406;50;5.7;74.7;9744101;7108174;23749262;12507348;1401083;7472643;703749;0;1;7096560;5158669;22878149;10502682;50.3;7996329;74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Regionalspital Surselva;;7130 Ilanz;K122;oeff;A;NF;MSt, Arzt, BGs;1;CT;12571;2432;126;2;2;0.7891728395;0.7326512943;6.5234;17.5094;15.5469;87.7344;25.58;73.12;29.65;184.21;1.05;3.01;1.22;7.57;2;0;18758408;919297;8382270;29256375;24347134;2042847;2376745;-548234;12571;2432;42.2;5.2;81.5;6436403;5473113;21213729;15368146;1833226;4167860;593938;0;337128;4702543;3966813;21711939;13678269;47.8;4538296;75.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Flury Stiftung Regionalspital Prättigau;;7220 Schiers;K123;oeff;A;NF;MSt, Arzt, BGs;1;CT;8259;1604;98;2;1;0.8151935294;0.7790497059;2.2067;8.1948;11.9048;90.0116;18.75;56.41;18.22;128.58;1.17;3.52;1.14;8.02;9;1;13175785;242986;5775875;19194646;9672511;838477;8683658;0;8259;1604;25;5.1;90.3;3773449;4012998;17759589;14319741;2377239;1887346;323434;0;171670;3105596;2534776;14001819;10629885;46.4;1920806;64.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Krankenhaus Thusis;Alte Strasse 31;7430 Thusis;K123;oeff;A;NF;MSt, Arzt, BGs;1;CT;7714;1662;138;2;2;0.771675167;0.7289867638;2.0323;7.2605;14.7041;88.7627;16.18;56.55;14.4;120.63;0.97;3.4;0.87;7.26;7;0;12010653;1861965;3779966;17652584;15204090;681864;1766630;-271374;7714;1662;27;4.6;78.3;3857557;3009368;12452039;9281219;1444402;1788988;250513;0;1;2593789;1822842;12791536;4554408;100;1587065;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
