canton;name;address1;address2;bfs_typo;RWStatus;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
BS;Universitäre Psychiatrische Kliniken Basel;Wilhelm­Klein­Strasse 27;4056 Basel;K211;oeff;P;NF;MSt, Arzt, BGs;10;;102930;3045;0;0;0;;;3.7529;13.8272;7.0727;89.5208;92.87;305.16;165.28;779.56;3.05;10.02;5.43;25.6;2;0;92693605;10475317;23346008;130303260;65405291;4279295;60618674;-52681635;;;;;;;;;;;;;;;;;;;;;;;102930;3045;290;33.8;97.2;23665029;23066545;84820061;54866726;7066004;29499474;2120008;5117974;8055844;23665029;9039303;84820061;21715118;100;27382729;100;5117974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Psychiatrische Klinik Sonnenhalde;Gänshaldenweg 22;4125 Riehen;K212;oeff;P;;MSt, Arzt, BGs;1;;22821;451;0;0;0;;;4.6967;60.1643;15.4599;98.6301;18.86;42.2;20.05;113.28;4.18;9.36;4.45;25.12;0;0;11507823;1373273;3427906;16358806;13222395;151032;2944671;-342581;;;;;;;;;;;;;;;;;;;;;;;22821;451;63;50.6;99.2;2481585;2480683;13853162;6583647;772768;7214326;911529;0;0;2243849;2243434;13403419;3224902;100;7697846;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Rehab Basel;Im Burgfelderhof 40;4055 Basel;K221;priv;R;;Arzt, BGs;1;;27569;414;0;0;0;;;11.5226;73.7209;13.9918;69.7531;21.71;154.93;58.94;307.78;5.24;37.42;14.24;74.34;0;0;28886341;3464385;13319807;45670533;44020302;939089;711142;-61142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27569;414;80;66.6;94.4;4637138;3140593;42357009;25678136;3293858;4321540;571125;0;0;4603861;2969973;39382362;23541980;100;4467615;100;0;;;;;;;;;;;;;;;;;;;;;;
BS;Reha Chrischona;Hohe Strasse 30;4126 Bettingen;K221;oeff;R;;MSt, Arzt, BGs;1;;25948;1101;0;0;0;;;0.3439;47.8861;29.0628;95.1849;8.18;51.22;15.82;98.39;0.74;4.65;1.44;8.94;0;0;10383678;921291;4574938;15879907;10921696;408499;3222863;-1326849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25948;1101;77;23.6;92.3;187751;187751;15099554;10585249;571858;4385207;262883;0;0;102830;0;14067583;5364158;100;4542684;100;0;;;;;;;;;;;;;;;;;;;;;;
BS;Merian Iselin;Föhrenstrasse 2;4054 Basel;K231;oeff;A;;Arzt, BGs;1;MRI, CT;34956;5837;0;6;0;1.007;0.98;7.6016;57.127;48.2747;85.0871;16.93;183.93;49.2;386.62;0.29;3.15;0.84;6.62;0;0;37599169;8981090;32272623;78996792;77503129;2128434;0;945939;34956;5837;111;6;86.3;16859210;15800582;60768640;25722611;3856657;8869868;1403382;0;0;12517045;10968778;54146353;23621586;75.2;6463359;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Geburtsstätte Basel;Schweizergasse 8;4054 Basel;K232;priv;B;;;1;;12;11;0;0;1;0.202;0.202;0;9.0909;0;100;;;;;;;;;0;0;0;24180;34162;58342;36186;34118;0;11962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;11;1;1.1;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
BS;Universitäts­Kinderspital beider Basel (UKBB);Spitalstrasse 33;4056 Basel;K233;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;38529;6367;0;4;0;0.751;0.928;6.1973;22.093;4.082;77.6401;132.62;299.01;92.88;683.99;2.08;4.7;1.46;10.74;0;0;74923739;9833098;32570773;117392610;93568701;1454183;23002890;698164;38529;6367;110;6.1;96;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
BS;Felix Platter­Spital;Burgfelderstrasse 101;4055 Basel;K234;oeff;A, R;;MSt, Arzt, BGs;1;CT;82085;3195;0;0;0;;;1.3161;9.3625;20.2948;99.0524;36.45;329.67;88.41;645.36;1.14;10.32;2.77;20.2;5;6;67075475;8718116;18514974;94308565;47814978;5405434;41088152;-39943993;5284;296;18;17.9;80.4;4851537;4620352;4882994;3586023;319566;1222502;117789;0;0;3985444;3821993;2635082;1397498;100;1190332;100;0;;;;;;;;;;;;;;;;;;;;;;;76801;2899;245;26.5;85.9;6098936;5834295;65006517;46991384;3548919;17520116;1454931;7614979;0;2853968;2707020;34194850;18365819;100;15402966;100;4220787;;;;;;;;;;;;;;;;;;;;;;
BS;Adullam­Stiftung Basel Adullam­Geriatriespital;Mittlere Strasse 15;4056 Basel;K234;oeff;R;;MSt, Arzt, BGs;2;;33956;1062;0;0;0;;;0.0773;6.0325;27.5116;100;16.77;104.24;22.39;206.6;1.58;9.82;2.11;19.45;0;0;13817318;2596664;4667428;21081410;14305542;299585;7907717;1431434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33956;1062;118;32;78.8;0;0;19982715;14611047;1314801;5371667;488106;2412967;0;0;0;18655738;5889193;100;5405616;100;2808626;;;;;;;;;;;;;;;;;;;;;;
BS;Hildegard­Hospiz;St. Alban­Ring 151;4052 Basel;K235;priv;A;;Arzt, BGs;1;;4518;226;0;0;0;;;1.6129;21.7213;21.7742;96.7742;5.5;29.9;1.65;57.7;2.43;13.23;0.73;25.53;0;0;5464874;857247;1204975;7889349;3229632;288901;4155213;-80205;4518;226;27;20;45.8;0;0;6784840;4733611;439028;2051228;190242;1104509;0;0;0;7302233;1994745;100;863373;100;371512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Schmerzklinik Basel;Hirschgässlein 11;4051 Basel;K235;priv;A;;MSt, Arzt, BGs;1;CT;3691;234;0;2;0;;;6.4103;73.516;40.5983;91.8803;13.98;6.88;41.87;81.29;5.97;2.94;17.89;34.74;7;0;9971106;1724290;4134353;16048753;16167965;382154;0;549861;3691;234;15;15.8;67.4;11193575;10585958;4457495;465726;10123;3682332;135902;0;0;11599036;10785779;4848654;199197;100;841796;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;HFR - Hôpital fribourgeois;Case postale;1708 Fribourg;K112;oeff;A, R;NF, IPS;MSt, Arzt, BGs;6;MRI, CT, PET, CC, LB;172931;20487;1327;19;8;0.897;0.994;0.5746;3.9851;12.54;94.0312;332.21;1066.81;231.85;2303.8;1.62;5.21;1.13;11.25;0;0;278740910;58414734;109274054;446655312;216642012;10643512;215840387;-214675461;136308;18819;516;7.2;72.4;115171349;102538525;245784701;189630255;9955980;40700022;1828885;363189;0;94838130;86598378;326629885;70021036;100;33187447;100;3834;;;;;;;;;;;;;;;;;;;;;;;36623;1668;119.5;22;84;109499;109499;29703399;24411051;1335811;4666774;251008;1080673;0;314559;314554;11464948;8746912;100;2376735;100;334738;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
FR;Hôpital Jules Daler  ;Route de Bertigny 34;1700 Fribourg;K123;priv;A;;BGs;1;CT, Lito;16154;4664;1075;4;3;0.664;0.636;0.0347;4.7785;17.7002;97.0992;0;112.88;13.92;187.27;0;2.42;0.3;4.02;76;0;16142084;3767305;9592328;29727125;28126154;1576314;0;270919;16154;4664;58.7;3.5;75.4;3340388;2569529;22394024;15440646;2260383;3088129;452077;0;0;4147467;3065764;25555001;19877974;100;3382998;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Hôpital Intercantonal de la Broye (HIB) Estavayer­le­Lac;Rue de la Rochette;1470 Estavayer­le­Lac;K123;oeff;A, R;NF, IPS;MSt, BGs;2;MRI, CT;15538;2005;208;4;2;0.754;0.767;0;0.498;6.9262;95.6994;22.85;89.72;27.18;199.84;1.14;4.47;1.36;9.97;17;0;18307964;908886;8931404;28148254;22215104;4435156;533288;-964705;8455;1655;37.1;5.1;62.4;5889757;5233450;18422957;17049049;1531253;1040033;93410;0;0;6240120;5397518;15804871;6676705;100;512966;100;0;;;;;;;;;;;;;;;;;;;;;;;7083;350;22.5;20.2;86.2;594496;491170;4724258;4673915;306609;0;0;0;0;1940037;1750762;4800958;2063524;100;0;;0;;;;;;;;;;;;;;;;;;;;;;
FR;Clinique Générale - Ste­Anne SA;Rue Hans­Geiler 6;1700 Fribourg;K123;priv;A;;BGs;1;;11667;3323;0;4;0;0.831;0.79;0.0602;4.336;20.8546;80.1083;11.3;57.07;17.74;107.89;0.34;1.72;0.53;3.25;61;0;8982936;3899890;16199732;29082558;27085912;779881;0;-1174352;11667;3323;40.2;3.5;79.5;1720960;1547426;27651150;17017347;923569;8210898;605058;0;0;1556579;1367599;25183830;14119167;100;9155001;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers;;1633 Marsens;K211;oeff;P;NF;MSt, Arzt, BGs;1;;58460;2129;0;0;0;;;0.1302;1.7384;0.0434;99.5226;54.18;181.03;34.86;415.33;2.54;8.5;1.64;19.51;1;1;45438761;3279475;7315760;57279766;21559273;2365123;32052399;-31780751;;;;;;;;;;;;;;;;;;;;;;;58460;2129;185;27.5;86.6;11368064;11368064;40885227;40721544;3238685;0;0;538412;252400;5887053;5262895;15287400;15139766;100;0;;276448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Maison de Naissance le Petit Prince;Chemin de Nazareth 5;1762 Givisiez;K232;priv;B;;BGs;1;;91;42;15;0;2;0.378;0.328;0;16.6667;2.381;100;0;1.76;0;2.13;0;4.19;0;5.07;0;3;137210;19061;83843;240114;200039;12762;34663;7350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;42;1;2.2;24.9;140277;139557;99837;99837;0;0;0;0;0;154164;119386;93300;80653;100;0;;0
GE;Les Hôpitaux Universitaires de Genève HUG;Rue Gabrielle­Perret­Gentil 4;1205 Genève;K111;oeff;A, P, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;665463;54860;1535;37;8;1.044;1.121;7.4069;5.3165;8.8363;84.1787;1501.28;4098.03;945.09;9451.82;2.74;7.47;1.72;17.23;0;535;1241950850;149343822;292669804;1683964476;602586538;43632105;944603891;17701016;287061;44287;929.2;6.5;84.6;220113974;149743295;629549431;391830676;31080679;70013866;4375779;0;126438001;177273415;123208050;1133734604;163237640;100;63844485;100;0;112109;4052;319.5;27.7;96.1;48710003;38717084;102614513;91009306;4514374;0;0;0;22270706;22735013;18528849;130055792;35177750;100;0;;0;266293;6521;777.8;40.8;93.8;21014164;14944871;209403160;181537062;8816488;5887194;414398;0;33891664;6737582;5519195;231129083;76465001;100;2860882;100;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
GE;Hôpital de la Tour;Avenue Jacob­Daniel Maillard 3;1217 Meyrin;K121;priv;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, CC;40413;6062;609;6;4;0.836;0.843;22.8049;13.9915;98.8709;89.6301;114.85;326.7;62.6;721.31;1.89;5.39;1.03;11.9;252;0;62712336;40448994;68204749;171366079;;4228291;0;0;40413;6062;150;6.7;73.8;69534733;0;94445948;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique Générale­Beaulieu;Chemin de Beau­Soleil 20;1206 Genève;K122;priv;A;;;1;MRI, CT, PET, CC, Lito;29692;6297;701;6;3;0.755;0.717;9.8774;8.1765;89.0393;89.2389;0.6;207.85;31.31;394.26;0.01;3.3;0.5;6.26;595;0;38534865;9980513;31434271;80054066;84088554;2113181;0;6147670;29692;6297;134;4.7;60.7;16938194;16938194;61499839;0;0;34418935;0;0;0;16174869;16174869;68410833;0;;66067155;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique des Grangettes;Chemin des Grangettes 7;1224 Chêne­Bougeries;K122;priv;A;;;1;MRI, CT, CC, LB, Lito;17557;3799;865;4;4;0.68;0.644;7.1688;7.8603;99.6373;94.4954;4.8;180.88;32.97;353.06;0.13;4.76;0.87;9.29;91;4;45541508;6302006;23468541;75351141;54176985;1132792;21130954;-20041364;17557;3799;70.1;4.6;68.7;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de Joli­Mont;Avenue Jean­Trembley 45;1209 Genève;K123;oeff;R;;Arzt, BGs;1;;30650;1720;0;0;0;;;3.1506;0.2957;0;89.3617;1.96;65.27;7.99;143.31;0.11;3.79;0.46;8.33;24;1;15319774;355536;3637135;19353143;8590414;1054639;10655661;956824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30650;1720;99;17.8;84.8;0;0;18350195;18047573;0;0;0;563631;0;0;0;19625137;7711525;100;0;;215334;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique Belmont;Route de Chêne 26;1207 Genève;K212;priv;P;;BGs;1;;8328;230;0;0;0;;;2.7778;14.2857;0;100;2.27;12.14;4.45;26.28;0.99;5.28;1.93;11.43;1;0;2564876;9591;533931;3247258;3137450;0;109808;-109808;;;;;;;;;;;;;;;;;;;;;;;8328;230;24;36.2;95.1;1070593;1070593;2176664;2176664;94336;0;0;0;0;1028580;1028580;2108870;2108870;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique genevoise de Montana;Route des Acacias 82;1227 Acacias;K221;oeff;R;;MSt, Arzt, BGs;1;;23094;1245;0;0;0;;;1.474;6.9291;3.0256;96.8192;5.96;34.07;9.23;90.57;0.48;2.74;0.74;7.27;0;0;10002301;155249;2115478;12414332;6290649;594119;7171009;1779701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23094;1245;69;18.5;91.7;978;978;12413354;11864549;403139;405105;13962;0;0;2297;2297;14053479;5790105;93.1;340493;100;0;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique la Colline;Avenue de Beau­Séjour 6;1206 Genève;K231;priv;A;;BGs;1;;13696;2493;0;4;0;0.86;0.831;8.6765;6.9615;99.7601;69.0124;0.44;83.91;1;139.99;0.02;3.37;0.04;5.62;371;0;14202101;5972739;13898365;34138176;36639845;614718;0;3116387;13696;2493;73.2;5.5;51.3;955527;955527;33182649;721952;0;31477324;1358244;0;0;756603;725603;36497960;1076497;100;34017313;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de Carouge;Avenue Cardinal­Mermillod 1;1227 Carouge GE;K231;priv;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET;2859;373;0;1;0;0.611;0.7;6.6313;4.2614;84.8806;80.1061;18.25;42.89;1.7;83.01;4.89;11.5;0.46;22.25;36;0;6861028;1640953;7838348;16340329;;1147525;0;0;2859;373;23;7.7;34.1;12144585;0;3627659;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Nouvelle Clinique Vert­Pré;Chemin de la Colombe 15;1231 Conches;K231;priv;A;;BGs;1;Lito;2355;630;0;2;0;0.64;0.588;9.4842;7.7206;73.7105;79.7005;0;19.7;1.52;33.66;0;3.13;0.24;5.34;73;0;2933074;269142;2532519;5734735;5478397;32782;0;38422;2355;630;14.7;3.7;43.9;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de la Plaine;Rue Charles­Humbert 5;1205 Genève;K231;priv;A;;;1;;769;346;0;3;0;0.679;0.491;8.3815;21.7666;95.0867;26.5896;1;13.81;0;20.78;0.29;3.99;0;6.01;40;3;2960967;97886;1529534;4749020;4922410;0;0;337204;769;346;6.2;2.2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Maison de naissance La Roseraie;Chemin du Châtelet 3;1205 Genève;K232;oeff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GL;Kantonsspital Glarus;Burgstrasse 99;8750 Glarus;K122;oeff;A, P;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;36706;4548;293;3;2;0.865;0.893;0.7391;7.2596;14.3913;93.2047;56.97;137.64;54.53;376.75;1.25;3.03;1.2;8.28;11;0;44673931;1871955;17645686;64821572;38529031;4787512;21523997;389020;33882;4388;100;7.7;92.9;18849169;16879610;46109736;33527401;4762651;10540171;1368158;0;0;14784346;13333538;42165027;27249872;48;12688537;74.2;0;2824;160;9;17.6;86;9115;9115;2295041;2237250;384361;42535;7408;0;0;6237;6237;1755316;709906;100;36785;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GL;RehaClinic Glarus;Burgstrasse 99;8750 Glarus;K221;priv;R;;MSt, Arzt, BGs;2;;9376;479;0;0;0;;;0.4057;58.8595;19.6755;96.5517;4.06;14.91;6.42;41.58;0.85;3.11;1.34;8.68;4;0;4474691;466986;1241911;6183588;3688392;188172;2298726;-866512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9376;479;47;19.6;54.7;328042;322161;5586033;4255147;447148;969731;101903;0;0;133386;0;4967735;3736895;67.7;843924;73.4;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
GL;RehaClinic Braunwald;Niederschlachtstrasse 12;8784 Braunwald;K221;oeff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Kantonsspital Graubünden;Loestrasse 170;7000 Chur;K112;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB, Lito;106859;16076;786;14;5;0.959;0.973;5.4046;14.1253;20.1866;88.2929;234.86;591.3;192.8;1439.36;1.46;3.68;1.2;8.95;10;0;160867072;7735261;75794385;249196718;170224930;17636014;62982670;1646897;106859;16076;333;6.6;87.9;66776790;61237594;177365371;115136484;15227516;43540540;5540668;2043765;0;60984042;55790676;165017159;56766353;100;37852878;100;963755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Oberengadin;;7503 Samedan;K122;oeff;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;18886;3190;186;3;2;0.703;0.706;15.84;19.8527;27.0304;85.1209;38.46;93.8;34.11;257.58;1.21;2.94;1.07;8.07;0;0;26541387;5644661;10796285;44164936;26334033;2091689;9512650;-9512650;18886;3190;57;5.9;90.8;10922798;9502683;30690625;26357273;3960681;1687710;239648;0;0;9319707;7391783;25542101;14360358;100;1774135;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Davos Akutabteilung;Promenade 4;7270 Davos Platz;K122;oeff;A;NF;MSt, Arzt, BGs;1;CT;15814;2564;113;3;2;0.786;0.783;13.9535;21.5358;28.9775;75.8213;35.47;103.86;38.05;275.37;1.38;4.05;1.48;10.74;0;0;29113303;829015;12010848;41953166;25007171;8196516;8749480;-1305585;15814;2564;52;6.2;83.3;11110449;8147334;26482391;13933330;1439907;8424152;739685;0;0;7871942;5714923;24335434;11456924;55;9819177;83.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Regionalspital Surselva;;7130 Ilanz;K122;oeff;A;NF;MSt, Arzt, BGs;1;CT;13258;2420;116;2;2;0.723;0.693;7.2555;18.3248;13.8407;87.5789;24.19;80.95;31.27;194.11;1;3.35;1.29;8.02;2;0;18848476;864521;7616530;27777527;16082479;1963807;9263347;-1260442;13258;2420;42.8;5.5;84.9;6633429;5769258;20650083;15204391;1882466;3795819;562864;0;0;5083617;4384170;18042321;13067671;53;3492052;88.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Flury Stiftung Regionalspital Prättigau;;7220 Schiers;K123;oeff;A;NF;MSt, Arzt, BGs;1;CT;12216;1773;104;2;1;0.739;0.785;2.3404;9.0959;12.8723;87.1809;18.96;55.03;18.94;129.79;1.07;3.1;1.07;7.32;9;1;13331678;295710;5205104;18832492;10337360;958621;7536511;0;12216;1773;41;6.9;81.6;4534457;3730305;17621946;13531949;2207789;2563470;443378;0;0;2903008;2278135;13420279;9938996;48.4;2159564;85;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Krankenhaus Thusis;Alte Strasse 31;7430 Thusis;K123;oeff;A;;;1;CT;9620;1725;152;2;1;0.71;0.702;3.1017;8.1802;13.9001;88.4549;16.17;54.52;13.26;115.98;0.94;3.16;0.77;6.72;6;0;11435029;809858;3601412;15854960;8644783;690037;6520139;-1149167;9620;1725;28;5.6;94.1;3471257;2689629;12769627;9580910;1798036;1732067;283953;0;0;2156716;1592989;6519106;3957158;100;1426127;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Ospidal d'Engiadina Bassa Akutabteilung;;7550 Scuol;K123;oeff;A;NF;MSt, Arzt, BGs;1;CT;7111;1145;43;2;1;0.748;0.743;9.607;27.0531;22.6201;84.4541;17.65;27.45;18.8;100.73;1.54;2.4;1.64;8.8;2;0;10874631;251385;3299294;14425310;9559181;1094158;3771971;-685309;7111;1145;22;6.2;88.6;5964866;4645605;9885739;6574993;1217282;1986995;338851;0;0;3965343;2955886;8591720;5349358;53.1;2025023;78.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Ospedale San Sisto Akutabteilung;;7742 Poschiavo;K123;oeff;A;NF;MSt, Arzt, BGs;1;;5248;599;45;1;1;0.638;0.766;0.9885;5.3245;13.8386;95.5519;3.45;39.09;4.08;72.04;0.58;6.53;0.68;12.03;42;0;6333339;87251;2726096;9146686;6613496;547744;1985446;-295262;5248;599;17;8.8;84.6;2266493;2120301;4957436;4060520;708633;735186;113318;0;0;1505126;1387921;5215516;1339298;100;611842;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Kreisspital Surses;Stradung 52;7460 Savognin;K123;oeff;A;NF;Arzt, BGs;1;CT;2734;445;0;1;0;0.638;0.652;9.292;33.9024;27.4336;81.8584;6.3;9.68;12.64;40.8;1.42;2.18;2.84;9.17;1;0;4102729;507747;1286490;5897785;3829930;512174;1547208;-629557;2734;445;8;6.1;93.6;2300338;0;2674519;1649500;157098;846051;85548;0;0;1855724;0;2585507;1266813;65;905654;90.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Ospidal Val Müstair Akutabteilung;Sielva;7536 Sta. Maria V. M.;K123;oeff;A;;;1;;1121;176;0;0;0;0.565;0.601;6.1453;17.8571;11.1732;91.6201;3.67;5.58;5.57;18.34;2.09;3.17;3.16;10.42;0;0;1826640;103407;1244338;3174385;1628955;951096;589532;-358691;1121;176;2.8;6.4;108.7;0;0;1413203;1375780;207696;7913;1044;0;0;0;0;1096523;869835;50;8398;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Ospedale casa di cura della Bregaglia divisone acute;;7606 Promontogno;K123;oeff;A;NF;MSt, BGs;1;;730;62;0;0;0;0.725;0.933;0;3.125;4.6875;100;3.53;29.07;3.42;51.11;5.69;46.89;5.52;82.44;0;0;4065919;360672;1246823;5966986;5257221;104348;386084;161691;730;62;2.5;11.8;80;302621;191252;709450;709450;63316;0;0;0;0;222693;133007;793682;608144;100;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
