KT;Inst;Adr;Ort;Typ;RForm;Akt;SL;WB;AnzStand;SA;PtageStatT;AustStatT;NeugStatT;Ops;Gebs;CMIb;CMIn;pPatWAU;pPatWAK;pPatLKP;pPatHOK;PersA;PersP;PersMT;PersT;PersAFall;PersPFall;PersMTFall;PersTFall;AnzBelA;AnzBelP;AwBesold;AwInvest;AwSonst;AwT;EtMedL;EtSonst;EtSubv;FiErg;PtageStatA;AustStatA;BettenStatA;DADStatA;pBettenBelStatA;KostAmbA;KostOKPAmbA;KostStatA;KostKVGStatA;AnlKVGStatA;KostZvOKPStatA;AnlZvOKPStatA;KostLangA;AuftragLFA;ErlAmbA;ErlOKPAmbA;ErlStatA;ErlKVGStatA;ErlKVGStatVA;ErlZvOKPStatA;ErlZvOKPStatVA;ErlLangA;PtageStatP;AustStatP;BettenStatP;DADStatP;pBettenBelStatP;KostAmbP;KostOKPAmbP;KostStatP;KostKVGStatP;AnlKVGStatP;KostZvOKPStatP;AnlZvOKPStatP;KostLangP;AuftragLFP;ErlAmbP;ErlOKPAmbP;ErlStatP;ErlKVGStatP;ErlKVGStatVP;ErlZvOKPStatP;ErlZvOKPStatVP;ErlLangP;PtageStatR;AustStatR;BettenStatR;DADStatR;pBettenBelStatR;KostAmbR;KostOKPAmbR;KostStatR;KostKVGStatR;AnlKVGStatR;KostZvOKPStatR;AnlZvOKPStatR;KostLangR;AuftragLFR;ErlAmbR;ErlOKPAmbR;ErlStatR;ErlKVGStatR;ErlKVGStatVR;ErlZvOKPStatR;ErlZvOKPStatVR;ErlLangR;PtageStatB;AustStatB;BettenStatB;DADStatB;pBettenBelStatB;KostAmbB;KostOKPAmbB;KostStatB;KostKVGStatB;AnlKVGStatB;KostZvOKPStatB;AnlZvOKPStatB;KostLangB;AuftragLFB;ErlAmbB;ErlOKPAmbB;ErlStatB;ErlKVGStatB;ErlKVGStatVB;ErlZvOKPStatB;ErlZvOKPStatVB;ErlLangB
BS;St. Claraspital;Kleinriehenstrasse 30;4058 Basel;K112;R1;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB;78381;10042;0;7;0;1.109166202;1.097856672;6.6634;39.9705;41.7592;98.7912;99.95;385.17;80.39;701.99;1;3.84;0.8;6.99;;;98442626;28555744;44919904;172093055;172502234;-28799;4020665;4401045;78381;10042;229;7.8;93.8;40457017;40457017;117764977;66869452;7914701;49906708;5442707;0;2866000;34965132;33015201;107075858;60114938;45.7;43472743;46.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Bethesda Spital AG;Gellertstrasse 144;4052 Basel;K122;R1;A, R;;Arzt, BGs;1;MRI, CT;30526;4746;1016;4;3;0.7593599631;0.7470511439;2.3455;65.1055;32.2165;98.643;35.78;198.82;68.64;419.14;0.75;4.19;1.45;8.83;;;42218848;11133063;25591024;79109128;69559723;10436505;702167;1778236;21356;4243;81.8;5;71.5;18959912;3905837;40904642;27242792;3672159;8647233;1411780;0;0;16750257;2822368;44980272;26112731;54;12020266;47;0;;;;;;;;;;;;;;;;;;;;;;;9170;503;43.9;18.2;57.2;0;0;7771869;2758715;446323;2669106;441988;0;0;0;0;7956758;2234670;45.3;2052821;45.9;0;;;;;;;;;;;;;;;;;;;;;;
BS;Universitäre Psychiatrische Kliniken Basel;Wilhelm­Klein­Strasse 27;4056 Basel;K211;R4;P;NF;MSt, Arzt, BGs;9;;104573;3109;0;0;0;;;3.1978;17.2993;7.0968;94.1935;102.9;321.13;183.52;833.97;3.31;10.33;5.9;26.82;;;98843757;6977349;31079630;136900736;102355027;10718171;24744663;917126;;;;;;;;;;;;;;;;;;;;;;;104573;3109;300.7;33.6;95.3;27137456;25195337;94419763;83234790;7489979;10665477;1110845;1480123;9351179;19808835;19013171;110441259;72732663;60.8;12501603;72.5;1156598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Psychiatrische Klinik Sonnenhalde;Gänshaldenweg 22;4125 Riehen;K212;R1;P;;Arzt, BGs;2;;23791;492;0;0;0;;;3.0631;56.8773;9.1892;98.7387;21.56;41.57;19.95;117.77;4.38;8.45;4.05;23.94;;;12511279;1331751;3513241;17356271;17629528;268236;197501;738994;;;;;;;;;;;;;;;;;;;;;;;23791;492;68;48.4;95.9;4155396;4144870;13108418;11474801;1333975;1524725;234151;0;10179;3552510;2937614;14233359;12067485;47.1;1828193;67.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Rehab Basel;Im Burgfelderhof 40;4055 Basel;K221;R1;R;;Arzt, BGs;1;;27812;397;0;0;0;;;9.0323;72.3404;16.129;69.4624;21.1;147.44;65.32;309.16;5.31;37.14;16.45;77.87;;;29057991;4343221;14008216;47409428;46492668;976599;0;59839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27812;397;85;70.1;89.6;4701827;3309624;44494711;26074964;1943361;5244474;412308;0;217303;4655807;3144314;41526134;23698247;54.1;5408693;54.1;0;;;;;;;;;;;;;;;;;;;;;;
BS;Reha Chrischona;Hohe Strasse 30;4126 Bettingen;K221;R4;R;;MSt, Arzt, BGs;1;;25772;1134;0;0;0;;;0.919;44.6037;28.3208;96.2406;9.06;51.68;17.96;103.28;0.8;4.56;1.58;9.11;;;11745104;872444;5041027;17658575;17158008;356268;241133;96835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25772;1134;77;22.7;91.7;246481;246481;18061038;12194056;1307017;5319024;612543;0;240333;126164;126164;17817046;10854984;46.5;5723791;58.1;0;;;;;;;;;;;;;;;;;;;;;;
BS;Merian Iselin;Föhrenstrasse 2;4054 Basel;K231;R2;A;;BGs;1;MRI, CT;28263;6921;0;8;0;1.0891928912;1.0470893368;6.6021;56.2258;39.3094;84.1809;18.72;179.23;63.08;408.03;0.27;2.59;0.91;5.9;;;43912031;12379571;36483227;92774829;89934374;3158830;631000;949375;28263;6921;130;4.1;59.6;11984352;10464068;80640569;38165099;3908106;23727060;2429651;0;0;9614344;8192451;86592802;34812074;46.3;24958478;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Geburtshaus Basel;Schweizergasse 8;4054 Basel;K232;R1;B;;;1;;27;27;4;0;1;0.4095483871;0.2705354839;6.25;6.6667;0;100;0;0;0;0.02;0;0;0;0.07;;;1433;18080;103495;128008;87840;18767;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;27;1;1;7.4;78634;78634;49374;49374;8299;0;0;0;0;40168;21409;87840;87840;53.6;0;;0
BS;Universitäts­Kinderspital beider Basel (UKBB);Spitalstrasse 33;4056 Basel;K233;R4;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;37800;6694;0;4;0;1.0169412809;1.0007803355;6.0838;23.1643;6.4978;80.1083;142.85;343.72;92.09;736.11;2.13;5.13;1.38;11;;;76247618;12013078;33418572;123978753;102116347;1540119;22628063;4811264;37800;6694;113;5.6;91.6;40414030;30553609;74877097;39609658;0;1377354;0;0;11099988;41932700;22653386;73608245;36423683;45;1925076;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Felix Platter­Spital;Burgfelderstrasse 101;4055 Basel;K234;R4;A, R;;MSt, Arzt, BGs;2;CT;77442;4159;0;0;0;;;0.9195;14.4695;22.675;99.3521;38.99;327.8;98.2;659.29;0.94;7.88;2.36;15.85;;;64886119;3818992;16663415;85368526;75560302;6633206;7984091;4809073;0;0;0;;;975874;963159;0;0;0;0;0;0;0;922323;913620;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;77442;4159;251;18.6;84.5;6580942;6364471;73280297;51953114;6628175;20441205;2665278;6741403;0;5207193;4289735;70184501;44736389;46;20903959;61.9;6939648;;;;;;;;;;;;;;;;;;;;;;
BS;Adullam­Stiftung Basel Adullam­Geriatriespital;Mittlere Strasse 15;4056 Basel;K234;R2;R;;MSt, Arzt, BGs;2;;32324;1166;0;0;0;;;0.2404;6.4257;28.2051;99.7596;20.41;117.99;28.29;243.48;1.75;10.12;2.43;20.88;;;14302769;3042633;4823937;22169339;20948917;293530;926892;-440892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32324;1166;100;27.7;88.6;0;0;22149521;14797429;1033006;7352091;509615;0;0;0;0;20824265;13906569;45;6876899;56;0;;;;;;;;;;;;;;;;;;;;;;
BS;Palliativzentrum Hildegard;St. Alban­Ring 151;4052 Basel;K235;R2;A;;BGs;1;;6678;268;0;0;0;;;1.3699;18.0556;26.3699;100;3.83;29.3;0.45;54.28;1.43;10.93;0.17;20.25;;;5652799;857671;1263524;7775244;2759854;303881;4683014;-522;6678;268;22;24.9;83.2;0;0;6032515;5608524;533774;423991;40176;1701479;40000;0;0;7059283;4464092;45.6;202896;100;686943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BS;Schmerzklinik Basel AG;Hirschgässlein 11;4051 Basel;K235;R1;A;;MSt, Arzt, BGs;1;CT;2807;200;0;2;0;;;3;72.1649;25.5;96.5;13.99;8.54;39.61;80.57;7;4.27;19.8;40.28;;;10017931;1139937;3723720;15036886;15183061;353274;0;502249;2807;200;9.5;14;81.4;10053813;9399402;4677792;2716863;321186;1691277;230865;0;41636;10126672;9439058;5056465;3036039;48.9;1835418;63.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;HFR - Hôpital fribourgeois;Case postale;1708 Fribourg;K112;R4;A, R;NF, IPS;MSt, Arzt, BGs;7;MRI, CT, PET, CC, LB;156848;18733;1012;17;4;1.000385857;1.023691574;0.7087;3.7696;11.7926;94.1012;414.36;1063.27;242.83;2400.43;2.21;5.68;1.3;12.81;;;294957220;25534533;117193562;442397267;350353651;9968647;78357478;5402362;123015;17005;465;7.2;72.5;136144674;123935163;256992684;196655159;10358385;42505400;1915047;0;0;124642923;114523189;203963029;149954186;50.4;24131408;53.5;0;;;;;;;;;;;;;;;;;;;;;;;33833;1728;128.7;19.6;72;330018;322173;32005143;27511181;1654657;3964500;245232;1189980;0;379068;363767;25496519;20990030;51.3;2801911;51.3;167826;;;;;;;;;;;;;;;;;;;;;;
FR;Hôpital Jules Daler  ;Route de Bertigny 34;1700 Fribourg;K123;R2;A;;BGs;1;CT;18145;4967;1325;4;4;0.7320080451;0.7194645213;0;6.2661;15.0064;98.6825;0;126.61;13.7;210.22;0;2.55;0.28;4.23;;;27223253;7186760;11041365;45723165;43931814;2133345;0;735595;18145;4967;57.8;3.7;86;4541962;3179374;40909416;30909160;4886997;7272220;1149882;0;0;4914529;3590288;41150631;27972042;49.1;6993011;49.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Hôpital Intercantonal de la Broye (HIB) Estavayer­le­Lac;Rue de la Rochette;1470 Estavayer­le­Lac;K123;R2;A, R;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;17045;2140;238;4;2;0.8008393732;0.7553953967;0;0.7848;6.1958;95.7456;28.55;107.23;31.14;242.55;1.33;5.01;1.46;11.33;;;22306848;1534922;10497734;34885240;28048217;7180934;0;343912;9493;1803;38;5.3;68.5;10466189;9272910;16528900;14188747;1343419;985547;93314;0;0;10284749;8982691;18116269;14244524;51;504605;100;0;;;;;;;;;;;;;;;;;;;;;;;7552;337;23;22.4;90;2162366;1933661;6232393;5677084;538978;0;0;0;0;2012943;1688570;5044257;4445406;51;157476;100;0;;;;;;;;;;;;;;;;;;;;;;
FR;Clinique Générale - Ste­Anne SA;Rue Hans­Geiler 6;1700 Fribourg;K123;R1;A;;BGs;1;;13872;3756;0;4;;1.0727896719;1.052336525;0.1076;6.0582;27.3534;81.1727;0;62.4;18.7;116.55;0;1.66;0.5;3.1;;;11055399;4303092;22570283;37928774;27871104;909979;11192902;2062711;13872;3756;46.3;3.7;82.1;2018883;1779538;37159714;22244647;0;11121396;0;0;0;2124217;1831506;39098504;22894263;57;11446177;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers;;1633 Marsens;K211;R4;P;NF;MSt, Arzt, BGs;1;;59574;2206;0;0;0;;;0.21;2.1886;0;98.908;62.71;172.92;39.21;408.2;2.84;7.84;1.78;18.5;;;48155282;4551871;8292934;65670705;49667758;2915064;12108448;284372;;;;;;;;;;;;;;;;;;;;;;;59574;2206;170;27;96;13328335;13328335;41636600;41218612;4020076;0;0;175752;0;18954375;7601628;41967091;41560128;51.4;0;;178490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR;Maison de Naissance le Petit Prince;Chemin de Nazareth 5;1762 Givisiez;K232;R1;B;;BGs;1;;205;68;58;0;2;0.3171653543;0.2921527559;0.7752;13.2812;0;100;0;3.13;0;3.87;0;4.6;0;5.69;;;192148;51585;246694;490527;418110;39573;9913;3168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205;68;1;3;56.2;81404;78984;390712;390712;39004;0;0;0;0;103856;54370;557714;363739;51;0;;0
GE;Les Hôpitaux Universitaires de Genève HUG;Rue Gabrielle­Perret­Gentil 4;1205 Genève;K111;R4;A, P, R;NF, IPS;MSt, Arzt, BGs;3;MRI, CT, PET, CC, LB, Lito;578133;57066;1615;38;7;1.1648495799;1.1620558291;7.5121;5.4882;8.4717;83.6661;1602.68;4023.7;964.53;9605.35;2.81;7.05;1.69;16.83;;;1291448845;151400280;316455306;1759304431;762489107;51880718;945318913;384307;280764;45248;904.4;6.2;85;235747326;171819038;670191822;455873802;30108083;87043751;6131078;0;136373059;233088257;176200215;1053774123;206389555;100;87892967;92.3;0;96576;4997;287.7;19.3;92;60277305;49273943;104084655;91696397;6534390;0;0;7216204;25668762;35311279;29901940;163348119;37602471;100;0;;3384611;200793;6821;603.1;29.4;91.2;17053709;14035627;200208199;177791492;15932542;5212711;339106;48540460;39763925;13195428;10441320;245724438;64087696;100;3957172;100;28179559;;;;;;;;;;;;;;;;;;;;;;
GE;Hôpital de la Tour;Avenue Jacob­Daniel Maillard 3;1217 Meyrin;K121;R1;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, CC;38782;5967;466;6;4;1.0683319863;1.0269677805;20.3567;15.0193;95.1568;82.5031;94.45;333.75;54.75;713.31;1.58;5.59;0.92;11.95;;;67766430;29083414;75601897;172451741;0;4126115;0;0;38782;5967;133;6.5;79.9;69714258;49556488;81925112;4678614;538859;52839463;8143349;0;2936936;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique Générale­Beaulieu;Chemin de Beau­Soleil 20;1206 Genève;K121;R1;A;;;1;MRI, CT, PET, CC, Lito;28336;6031;534;7;4;0.8518195991;0.7995926652;9.9203;7.9318;85.3262;90.3897;0.83;216.36;32.26;405.31;0.01;3.59;0.53;6.72;;;40280712;10985798;32438524;83755712;85130731;1539024;0;2914043;28336;6031;132;4.7;58.8;15810251;15810251;67945461;2672445;131455;65223382;1804619;0;0;16320842;14738876;70348913;1900672;44.7;68423391;99.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique des Grangettes;Chemin des Grangettes 7;1224 Chêne­Bougeries;K122;R1;A;;;1;MRI, CT, CC, LB, Lito;18140;4320;533;4;4;0.7642336467;0.6974311986;7.3886;8.0625;96.1689;74.355;5.78;185.95;29.38;367.1;0.13;4.3;0.68;8.5;;;37539049;7929708;28861649;74388934;62484321;505786;0;-11398827;18140;4320;95;4.2;52.3;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique Belmont;Route de Chêne 26;1207 Genève;K212;R1;P;;BGs;1;;8229;193;0;0;0;;;0;21.2264;0;100;2.75;10.33;7.81;27.12;1.42;5.35;4.05;14.05;;;2858217;10186;662795;3771045;2463139;0;1307907;-257907;;;;;;;;;;;;;;;;;;;;;;;8229;193;23.3;42.6;96.8;1206149;1206149;2564897;2564897;160823;0;0;0;0;1190296;1190296;2322843;1272843;55;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique genevoise de Montana;Route des Acacias 82;1227 Acacias;K221;R4;R;;MSt, Arzt, BGs;1;;21525;1250;0;0;0;;;1.1494;10.7919;2.2222;95.9387;6.64;36.15;8.93;91.42;0.53;2.89;0.71;7.31;;;10932087;250290;2179750;13362127;6411412;566695;7141468;797349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21525;1250;65;17.2;90.7;0;0;13361999;12929363;230471;285160;5159;0;37843;0;0;14119576;6124563;88.5;174532;100;0;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique la Colline;Avenue de Beau­Séjour 6;1206 Genève;K231;R1;A;NF;BGs;1;;19184;3552;0;6;0;1.0843314253;0.9935079279;6.6761;6.3927;99.8864;82.1591;9.98;127.8;3.76;219.48;0.28;3.6;0.11;6.18;;;20669526;7738433;23066503;51474462;55070370;887804;0;4483712;19184;3552;72;5.4;73;4648475;3545678;46825980;3343904;115607;39096429;1516333;0;0;4878350;3350515;50673806;2142842;45;48265587;98.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Nouvelle Clinique Vert­Pré;Chemin de la Colombe 15;1231 Conches;K231;R1;A;;BGs;1;;2452;266;0;3;0;0.8611315789;0.7562857143;1.1278;7.6046;57.1429;69.1729;0;10.93;1.2;21.83;0;4.11;0.45;8.21;;;1939112;283497;1377690;4425888;4023711;261957;0;92245;2452;266;16;9.2;42;1085834;1080545;1788993;1332996;4609;408222;6427;0;0;1499984;1820729;2785684;2167074;90.5;304968;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de Carouge;Avenue Cardinal­Mermillod 1;1227 Carouge GE;K231;R1;A;NF, IPS;MSt, Arzt, BGs;1;;1910;395;0;1;0;0.8134031008;0.7395979328;7.3604;5.7534;79.6954;76.3959;16.4;44.4;1.7;83.65;4.15;11.24;0.43;21.18;;;7170680;1233594;7349945;15754219;0;508112;0;0;1910;395;14;4.8;37.4;11242825;9357651;3367483;380076;47493;1504136;122523;0;726423;0;0;0;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Clinique de la Plaine;Rue Charles­Humbert 5;1205 Genève;K231;R1;A;;;1;;619;305;0;3;0;0.8125737705;0.5812196721;8.8525;18.3453;98.6885;39.0164;0.97;12.77;0;19.81;0.32;4.19;0;6.5;;;2472331;584748;1743835;4856863;5321581;112473;0;577191;619;305;6.1;2;28;2157540;1848187;730566;0;0;513889;0;0;0;3229557;2785764;2093403;0;;1755162;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GE;Maison de naissance La Roseraie;Chemin du Châtelet 3;1205 Genève;K232;R2;B;;BGs;1;;200;75;56;0;2;0.320540146;0.3029532847;5.1095;6.1538;0;100;0;0;0;3.57;0;0;0;4.76;;;140327;90209;364620;595156;442458;54921;97990;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;75;3;2.7;18.3;61078;0;468365;0;0;0;0;0;0;20185;0;575184;0;;0;;0
GE;Clinique de Joli­Mont;Avenue Jean­Trembley 45;1209 Genève;K234;R4;R;;Arzt, BGs;1;;32016;1469;0;0;0;;;2.521;0.332;0;91.7259;1.81;70.27;9.39;147.69;0.12;4.78;0.64;10.05;;;16396729;1396575;4155497;21948801;8951172;1216209;11806473;25053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32016;1469;99;21.8;88.6;0;0;21348736;21138543;0;0;0;320708;65000;0;0;21629951;8522524;100;0;;129301;;;;;;;;;;;;;;;;;;;;;;
GL;Kantonsspital Glarus;Burgstrasse 99;8750 Glarus;K122;R1;A, P;NF, IPS;MSt, Arzt, BGs;2;MRI, CT;31065;4618;314;4;2;0.8991036432;0.8702718174;0.8572;8.3333;13.9295;93.6489;63.24;166.68;68.77;436.09;1.37;3.61;1.49;9.44;;;48886971;6997895;18987167;74872033;55360803;14191303;5579880;434550;27413;4462;88.1;6.1;85.3;21476737;19193471;48836806;37499167;5401581;8629173;1294245;0;0;19087011;16184857;45608879;30157201;48.1;10514631;100;0;3652;156;11;23.4;91;180391;177589;3475102;3008919;755594;230616;61024;0;0;258946;253471;2216650;1922085;48.1;247156;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GL;RehaClinic Braunwald;Niederschlachtstrasse 12;8784 Braunwald;K221;R1;R;;Arzt, BGs;1;;5822;178;0;0;0;;;0.5051;90.8629;15.6566;98.4848;2.11;7.03;5.72;25.53;1.19;3.95;3.21;14.34;;;2693190;224331;1271974;4191400;3452548;191460;175960;-175960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5822;178;22;32.7;72.5;41167;0;3601013;3004601;166961;578063;33493;0;0;33452;0;3414266;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
GL;RehaClinic Glarus;Burgstrasse 99;8750 Glarus;K221;R1;R;;Arzt, BGs;1;;5201;266;0;0;0;;;0;36.7273;25.0909;94.1818;2;7.97;3.26;14.65;0.75;3;1.23;5.51;;;1766236;255124;544198;2565798;2749552;44908;0;228662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5201;266;19;19.6;75;94038;0;2689565;1716953;193813;771017;86306;0;0;146449;0;2608625;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;
GR;Kantonsspital Graubünden;Loestrasse 170;7000 Chur;K112;R2;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT, PET, CC, LB, Lito;101053;16935;687;12;5;1.0790767683;1.0661885055;5.4612;17.4592;19.7685;87.9377;248.38;618.16;196.26;1500.82;1.47;3.65;1.16;8.86;;;179768508;44006140;75305817;299080465;269451569;17691547;14772666;2835317;101053;16935;340;6;81.4;76320163;70149601;194314000;125947610;14747449;41919945;4512481;0;0;75627273;69603183;209568861;129634648;44.4;52429150;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Oberengadin;;7503 Samedan;K122;R4;A;NF, IPS;MSt, Arzt, BGs;1;MRI, CT;17042;2993;183;3;2;0.8207494145;0.7836827032;14.6719;19.5131;26.7722;86.8447;40.28;91.38;29.48;258.32;1.35;3.05;0.98;8.63;;;27762448;4381294;12938858;47814049;36741109;3690527;2419515;-754323;17042;2993;57;5.7;81.9;13260721;11943914;29982095;18176984;2236818;9879713;1274986;0;0;11741325;8539743;28540253;14272279;53.4;11097583;73.9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Regionalspital Surselva;;7130 Ilanz;K122;R4;A;NF;MSt, Arzt, BGs;1;CT;13914;2588;149;2;2;0.7462929746;0.7186476457;6.0662;14.8728;13.3088;88.8971;24.91;82.46;31.15;194.24;0.96;3.19;1.2;7.51;;;19870129;1242891;8767882;31360302;25350538;2237831;3323703;-545964;13914;2588;44.8;5.4;85;6951658;5972548;23102378;17603181;3099954;3912567;857083;0;0;5153143;4415610;20256358;14769747;47.7;4054280;75.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Davos Akutabteilung;Promenade 4;7270 Davos Platz;K122;R1;A;NF;MSt, Arzt, BGs;1;CT;12085;2538;130;2;2;0.8404328476;0.7865938558;12.3932;22.6264;25.7576;78.6325;24.95;86.44;32.7;234.86;0.98;3.41;1.29;9.25;;;29825312;3291340;10982718;44391009;32078585;8587480;3724944;-1229473;12085;2538;50;4.8;66.2;12434962;9233810;24812904;13555621;1506304;7386341;720168;0;3;9419237;6634362;25225685;11950299;47.4;8351075;71.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Flury Stiftung Regionalspital Prättigau;;7220 Schiers;K122;R2;A;NF;MSt, Arzt, BGs;1;CT;8314;1636;86;2;1;0.8325580046;0.8032556265;2.2324;7.6112;11.9061;89.4104;19.92;60.55;16.74;137.34;1.22;3.7;1.02;8.39;;;14151643;5220589;5575227;24947459;10308930;954003;9818608;0;8314;1636;25.1;5.1;90.9;4920763;4176480;18642310;14690953;2642918;2469182;446105;0;0;2875183;2335458;14522373;10814913;45.9;2298878;64.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Spital Thusis;Alte Strasse 31;7430 Thusis;K123;R2;A;NF;MSt, Arzt, BGs;1;CT;8407;1741;159;2;2;0.7757196262;0.7417876752;3.4104;6.8821;13.815;90.3468;17.97;59.71;14.91;127.49;1.03;3.43;0.86;7.32;;;12811721;2008368;4508018;19328107;16313824;911475;2097034;-585575;8407;1741;26;4.8;88.6;3607364;2822341;14326094;10837095;1494984;1574148;217155;0;203000;3028013;2154648;13775955;9177343;51.5;1333060;51.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GR;Center da Sanda Engiadina Bassa Ospidal d'Engiadina Bassa;;7550 Scuol;K123;R4;A;NF;BGs;1;CT;6193;1136;42;2;1;0.7992926186;0.7517141476;10.5448;27.2102;22.7592;84.6221;18.16;29.95;18.71;105.88;1.6;2.64;1.65;9.32;;;11890307;172829;3727766;15790902;12738968;1252966;1814669;15701;6193;1136;21;5.5;80.8;6336349;5075866;10516784;6622053;1100574;2452648;409117;0;0;4332419;3248998;10725801;5457095;51.1;2467760;66.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
